"","logFC","logCPM","F","PValue","FDR"
"LOC108245519",-6.56962373112478,5.95609339447118,37.2774362262997,6.46617898124847e-05,0.00639078988990027
"oclnb",-1.99719166710624,4.80651179948639,30.9284148573703,6.54173421931444e-05,0.00640786099804243
"pdzph1",-3.47522997382062,3.19963367742712,30.9996967463398,6.5432067821667e-05,0.00640786099804243
"LOC108237689",-1.42041621246929,9.65002804065269,30.7648441193814,6.7178672889056e-05,0.00654826461613252
"LOC108229250",-2.93347880271695,4.02125646193905,30.9265857982228,6.74764060318593e-05,0.00654826461613252
"cplx4c",-8.20020719535128,2.93190603068841,32.1283842913401,6.8824194713946e-05,0.00664897524337838
"casq1a",-2.47733901492778,9.98059512877594,30.9637299651101,7.00467285981299e-05,0.00670703625214112
"si:ch211-212k18.7",-1.77156355765774,5.10293642082761,30.5083585330475,7.00506420702014e-05,0.00670703625214112
"adss1",-3.26338525788827,3.82510073234537,30.6756774866953,7.12417729311936e-05,0.00678496346578213
"LOC108249649",-1.14314607044551,5.34021332593551,30.3836728431886,7.14972603751929e-05,0.00678496346578213
"pacsin1b",1.48025958728672,5.48869461229194,30.2666945397239,7.2885537180063e-05,0.00688623839603882
"LOC108244660",-2.7958406896869,1.47381642990746,30.2029296877517,7.36552324957491e-05,0.0069284375935804
"LOC108238001",1.06790148863134,6.93811772336553,30.1689934965137,7.40686518553586e-05,0.00693690120673308
"LOC108232055",-8.85709564033959,8.48233894066263,37.3962002100731,7.5025155674487e-05,0.0069959326684814
"dsc2l",-1.26621471622162,5.6537554125355,30.0568420839564,7.54538719599135e-05,0.00700545104729119
"LOC108244152",1.27440728665706,5.54125093506307,30.0273993800639,7.58224141557987e-05,0.00700932463965265
"aldoab",-2.15259657053929,9.75791532146836,30.1832370460934,7.67163818041435e-05,0.00705461359133358
"LOC108243909",-2.31326357615844,4.50948387125185,29.9480842836344,7.73983917309481e-05,0.00705461359133358
"c7a",-2.5815614210961,6.03727145641728,30.4426474218269,7.7519376761842e-05,0.00705461359133358
"LOC108249294",-3.01660814917657,2.73091861436264,29.8854709721722,7.76280508954504e-05,0.00705461359133358
"zgc:101810",-1.70168326187603,7.0906015347584,29.8313350871473,7.83296720983749e-05,0.00708833956748458
"zgc:112285",-1.83999942349567,5.97099152831091,29.8057387607656,7.86639288062387e-05,0.00708867765171177
"cplx4a",-4.64223128874119,4.83950388347688,32.0898120648006,7.98778302858347e-05,0.00716794906334852
